Number_of_Vehicles,Accident_Key,Number_of_Casualties,District,Accident_Severity,Month,Year,Day,Time,Junction_Type,Junction_Control,Collision_Type,Road_Type,Weather,Light_Conditions,Road_Character,Surface_Type,Road_Condition,Surface_Condition,Roadworks,Hit_Run,X_Coordinate,Y_Coordinate,longitude,latitude
2,19348,1,G Port,Slight,Sept,2011,Thu,18:40,Not a junction,Not a junc,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,575774,7740294,57.7263786,-20.43426536
2,19352,2,P Wilhems,Slight,Oct,2011,Fri,12:45,Roundabout,Give way or marking,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555916,7775462,57.53493405,-20.11717718
2,19355,1,P Wilhems,Serious,Jun,2011,Sun,13:00,Not a junction,Not a junc,Hit parked veh,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549621,7754872,57.47527753,-20.30340411
1,19368,1,P Wilhems,Slight,Sept,2011,Thu,13:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548873,7763429,57.46788144,-20.22610139
2,19369,1,P Wilhems,Serious,Jun,2011,Wed,19:05,staggered,Uncontrolled,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,548897,7763583,57.46810703,-20.22470921
2,19370,2,P Wilhems,Slight,Dec,2011,Sun,09:30,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548921,7763819,57.4683304,-20.22257607
2,19371,1,P Wilhems,Slight,Apr,2011,Sat,13:35,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,548343,7762345,57.46283664,-20.23591003
2,19372,1,P Wilhems,Serious,Jun,2011,Mon,16:30,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549002,7764378,57.46909067,-20.21752279
1,19379,2,Black River,Serious,Apr,2011,Sat,14:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,538392,7748867,57.36785466,-20.35792529
1,19380,1,Black River,Slight,Oct,2011,Fri,17:00,T junction,Stop sign,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,538095,7749399,57.36499769,-20.35312403
1,19381,1,P Wilhems,Serious,Dec,2011,Sun,22:15,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549084,7766438,57.46981977,-20.19890618
2,19386,1,Black River,Serious,Jun,2011,Mon,15:00,T junction,Uncontrolled,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,544788,7763602,57.42877062,-20.22463799
2,19398,1,Port Louis,Serious,Jul,2011,Mon,14:50,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549454,7769126,57.47328788,-20.1746074
2,19402,2,Port Louis,Serious,Jul,2011,Mon,17:40,Roundabout,Give way or marking,Side swipe,One way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,551511,7770287,57.49294042,-20.16406234
1,19411,2,Port Louis,Serious,Apr,2011,Mon,01:30,Not a junction,Not a junc,Other,Two way,Fair,Darkness:street lights present but unlit,Bridge,Asphalt,Good,Dry,No,No,553907,7771757,57.5158249,-20.15071349
1,19415,1,Pamplemousses,Slight,Sept,2011,Sat,00:45,Not a junction,Not a junc,Head On,One way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,556457,7782157,57.53990221,-20.05666407
2,19416,1,Pamplemousses,Slight,Jul,2011,Sat,08:15,T junction,Uncontrolled,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,557849,7780238,57.55327434,-20.07396338
1,19417,1,Pamplemousses,Serious,Jul,2011,Fri,06:00,Not a junction,Not a junc,Hit animal,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,557250,7780186,57.54754726,-20.07445111
1,19418,1,R Rempart,Serious,Feb,2011,Sat,17:25,Cross,Traffic signal,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560518,7786588,57.57858979,-20.01650186
1,19419,1,R Rempart,Serious,Jul,2011,Sun,11:00,T junction,Stop sign,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,561932,7789179,57.59202041,-19.99304439
1,19420,2,R Rempart,Serious,Jul,2011,Sat,16:25,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572010,7776097,57.68886871,-20.11090517
2,19421,2,R Rempart,Slight,Aug,2011,Fri,17:00,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,566466,7785376,57.63549788,-20.02725871
1,19422,1,R Rempart,Slight,Jul,2011,Sat,22:30,Cross,Traffic signal,Head On,Two way,Rain,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Wet,No,No,564526,7782990,57.61703406,-20.04888452
2,19424,2,Moka,Serious,Jul,2011,Tue,08:40,Not a junction,Not a junc,Head On,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,554099,7763680,57.51790313,-20.22369289
2,19434,1,Flacq,Serious,Jul,2011,Thu,20:30,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,569606,7767611,57.66619767,-20.18767231
2,19435,3,Flacq,Slight,Jul,2011,Sun,16:00,Cross,Uncontrolled,Rear end,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,570022,7768235,57.67015489,-20.18201879
2,19442,6,P Wilhems,Serious,Jul,2011,Sat,22:45,Cross,Traffic signal,Ran off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554785,7753526,57.52477861,-20.31542526
2,19443,1,P Wilhems,Serious,Jul,2011,Sat,15:30,Not a junction,Not a junc,Head On,Two way,Rain,Daylight,Incline only,Asphalt,Good,Wet,No,No,555118,7752208,57.52800868,-20.32732507
2,19458,2,P Wilhems,Serious,Jul,2011,Sat,08:30,T junction,Uncontrolled,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549643,7755018,57.47548422,-20.30208428
2,19461,2,P Wilhems,Serious,Jul,2011,Sun,01:40,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,Yes,551119,7754167,57.48964524,-20.30973497
2,19463,1,P Wilhems,Serious,Jul,2011,Fri,06:45,Cross,Stop sign,Side swipe,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,554063,7758187,57.51772295,-20.273329
1,19472,3,P Wilhems,Slight,Jul,2011,Thu,18:05,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,Yes,No,548953,7762797,57.46866441,-20.2318102
1,19474,1,P Wilhems,Slight,Jul,2011,Sun,15:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,549026,7764481,57.46931762,-20.21659145
1,19478,4,Black River,Serious,Mar,2011,Sun,09:15,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,545080,7757115,57.43172797,-20.28324878
1,19479,1,Black River,Slight,Jul,2011,Sat,13:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,543791,7764115,57.41921377,-20.22002546
1,19480,2,Black River,Slight,Jul,2011,Fri,20:20,Not a junction,Not a junc,Hit object on road,Two way,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,540016,7757804,57.38321597,-20.27713566
2,19482,1,Port Louis,Serious,Jul,2011,Fri,01:25,Roundabout,Give way or marking,Head On,Dual carriageway,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553424,7772608,57.51117829,-20.14303717
2,19483,1,Pamplemousses,Serious,Jul,2011,Thu,13:45,Cross,Stop sign,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,557315,7780857,57.54814784,-20.06838589
1,19484,1,Port Louis,Slight,Sept,2011,Sat,15:25,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,558136,7772716,57.55625926,-20.14192469
2,19485,1,Port Louis,Slight,Dec,2011,Tue,14:30,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,Yes,No,559757,7771844,57.57179749,-20.1497545
2,19486,1,Port Louis,Serious,Jul,2011,Sat,05:50,Not a junction,Not a junc,Other,Two way,Rain,Dawn/dusk,Straight+Flat,Asphalt,Good,Wet,No,No,559529,7772210,57.56960391,-20.14645436
1,19487,3,R Rempart,Slight,Jul,2011,Fri,20:35,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,571926,7777005,57.68802932,-20.10270368
1,19488,1,R Rempart,Slight,Jul,2011,Fri,19:15,Not a junction,Not a junc,Hit pedestrian,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,575070,7776710,57.71811461,-20.10524944
3,19489,1,R Rempart,Serious,Jul,2011,Sun,05:45,Not a junction,Not a junc,Other,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,565155,7784183,57.62300613,-20.03808336
2,19494,3,P Wilhems,Slight,Feb,2011,Sat,19:40,staggered,Uncontrolled,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549061,7764748,57.46964542,-20.2141779
2,19497,1,Savanne,Slight,Nov,2011,Mon,23:35,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,Yes,556679,7741747,57.54329278,-20.42180378
1,19498,2,Savanne,Serious,Jul,2011,Sat,18:50,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,539685,7733840,57.38057716,-20.49368348
2,19499,5,Savanne,Slight,Jul,2011,Fri,19:05,T junction,Uncontrolled,Right angle,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Wet,No,No,543563,7732302,57.41780394,-20.50749527
3,19500,4,Savanne,Slight,Jul,2011,Fri,17:50,Not a junction,Not a junc,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550220,7733605,57.48161151,-20.49555615
2,19501,3,Savanne,Slight,Jul,2011,Fri,19:15,Not a junction,Uncontrolled,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,558238,7735562,57.55843783,-20.47764292
1,19502,2,Savanne,Slight,Nov,2011,Mon,13:30,Not a junction,Uncontrolled,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559141,7739474,57.56696653,-20.44226695
2,19503,1,G Port,Slight,Jul,2011,Wed,10:55,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Incline only,Asphalt,Good,Dry,No,No,558794,7747342,57.56338146,-20.37118383
1,19504,1,G Port,Slight,Oct,2011,Sun,18:20,Not a junction,Not a junc,Right angle,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,559683,7746875,57.57191536,-20.37537587
1,19505,1,G Port,Slight,Mar,2011,Sun,06:40,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559100,7744526,57.56640645,-20.3966193
2,19509,1,G Port,Slight,Jul,2011,Fri,08:30,Roundabout,Give way or marking,Head On,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559830,7746392,57.57334007,-20.37973556
1,19511,1,Savanne,Slight,Nov,2011,Mon,15:30,Y junction,Uncontrolled,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,563290,7734851,57.60690421,-20.48390489
1,19512,2,Savanne,Slight,Jul,2011,Sat,23:45,Not a junction,Not a junc,Hit object on road,Two way,Fair,Darkness:no street lighting,Curve only,Asphalt,Good,Dry,No,No,563287,7734852,57.60687541,-20.48389595
3,19513,8,G Port,Serious,Mar,2011,Sun,14:25,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,561038,7745097,57.5849598,-20.39139853
2,19515,1,G Port,Slight,Sept,2011,Sat,11:40,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,562908,7744463,57.60290255,-20.39706618
2,19516,1,G Port,Serious,Jul,2011,Mon,15:20,T junction,Stop sign,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,564669,7741370,57.61989088,-20.42495454
1,19517,2,G Port,Slight,Jul,2011,Fri,06:40,Not a junction,Not a junc,Other,Two way,Rain,Daylight,Incline only,Asphalt,Good,Wet,No,No,562736,7746998,57.6011654,-20.37416614
1,19518,1,G Port,Slight,Jul,2011,Sun,09:05,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,562556,7744068,57.59954297,-20.40064695
1,19519,1,G Port,Slight,Apr,2011,Mon,08:30,Not a junction,Not a junc,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,567848,7738920,57.65045513,-20.44698077
2,19520,1,G Port,Slight,Oct,2011,Sun,21:00,T junction,Uncontrolled,Hit object on road,Two way,Fair,Darkness: Street lights present and lit,Curve only,Asphalt,Good,Dry,No,No,566514,7740996,57.63758941,-20.42827004
1,19521,1,G Port,Slight,Oct,2011,Sun,10:30,T junction,Stop sign,Hit pedestrian,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,573102,7743367,57.70064027,-20.40660401
2,19522,2,G Port,Slight,Jul,2011,Thu,12:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,573111,7743381,57.70072595,-20.40647717
1,19523,1,G Port,Slight,Jul,2011,Fri,06:00,Cross,Traffic signal,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,573662,7743201,57.70601407,-20.40808226
1,19524,1,G Port,Slight,Jul,2011,Tue,08:00,Not a junction,Not a junc,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572629,7743137,57.69611643,-20.40870037
2,19525,1,G Port,Slight,Jul,2011,Mon,20:15,Cross,Stop sign,Hit pedestrian,Dual carriageway,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,573607,7743333,57.70548153,-20.4068917
2,19526,3,G Port,Slight,Jul,2011,Sat,17:45,Not a junction,Not a junc,Head On,Two way,Fair,Dawn/dusk,Curve only,Asphalt,Good,Dry,No,No,575701,7746812,57.72540305,-20.3753746
1,19527,1,G Port,Slight,Jul,2011,Sun,17:50,Slip road,Uncontrolled,Side swipe,Two way,Fair,Dawn/dusk,Curve+incline,Asphalt,Good,Dry,No,No,564630,7747385,57.61929984,-20.37060584
1,19533,1,Flacq,Serious,Jul,2011,Sun,10:30,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,576829,7766909,57.73535455,-20.19373992
2,19535,1,Flacq,Serious,Jul,2011,Thu,05:45,Not a junction,Not a junc,Head On,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,576396,7765073,57.73128788,-20.21034683
2,19538,2,Flacq,Serious,Jul,2011,Thu,06:40,T junction,Uncontrolled,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572193,7772591,57.69075838,-20.14257818
1,19541,1,Flacq,Serious,Jul,2011,Sat,12:50,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,569554,7769172,57.66564012,-20.17356917
1,19546,1,Flacq,Serious,Apr,2011,Mon,06:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,569102,7756769,57.66178872,-20.2856571
2,19547,2,Flacq,Serious,Jul,2011,Mon,17:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,569095,7757411,57.66169707,-20.27985637
1,19551,2,Moka,Serious,Jul,2011,Sun,11:40,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,557751,7762746,57.55289328,-20.23202594
1,19556,2,Moka,Slight,Jul,2011,Wed,17:40,Roundabout,Uncontrolled,Hit pedestrian,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,571229,7781263,57.68119603,-20.06425443
1,19557,1,R Rempart,Serious,May,2011,Tue,22:15,Not a junction,Not a junc,Other,Two way,Rain,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Wet,No,No,565427,7786159,57.6255362,-20.02021881
2,19558,2,R Rempart,Slight,Jul,2011,Sat,12:15,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568376,7784083,57.65380731,-20.03887584
2,19559,1,R Rempart,Slight,Apr,2011,Mon,12:45,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,568267,7787798,57.65262658,-20.00531066
1,19560,1,R Rempart,Serious,Sept,2011,Sat,21:00,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,570830,7785958,57.67719853,-20.02184503
2,19561,2,R Rempart,Slight,Oct,2011,Sun,21:45,Cross,Stop sign,Other,Two way,Fair,Darkness: Street lights present and lit,Curve+incline,Asphalt,Good,Dry,No,No,568963,7786683,57.65932192,-20.01536125
2,19562,1,R Rempart,Slight,May,2011,Tue,07:55,Not a junction,Not a junc,Hit object on road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572445,7776409,57.6930174,-20.10806966
1,19563,2,Pamplemousses,Slight,Jul,2011,Mon,04:30,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,557454,7780852,57.54947732,-20.06842695
1,19565,3,Pamplemousses,Serious,Jul,2011,Sat,23:10,T junction,Uncontrolled,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,557882,7782676,57.55351267,-20.05193214
1,19566,2,Pamplemousses,Serious,Jul,2011,Sun,22:07,Not a junction,Not a junc,Hit animal,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,557655,7781681,57.55137339,-20.06092995
2,19567,2,Pamplemousses,Serious,Jul,2011,Fri,19:30,Not a junction,Not a junc,Hit animal,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,557157,7779924,57.54666604,-20.07682135
2,19568,2,Pamplemousses,Slight,Jul,2011,Tue,09:15,Not a junction,Not a junc,Head On,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,560107,7777068,57.5749738,-20.102539
2,19569,1,Pamplemousses,Serious,Jul,2011,Tue,16:00,Roundabout,Give way or marking,Side swipe,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560102,7777061,57.57492621,-20.10260241
2,19570,1,Pamplemousses,Serious,Jul,2011,Wed,21:30,Cross,Stop sign,Rear end,Two way,Rain,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Wet,No,No,564601,7772524,57.6181222,-20.14345344
2,19571,1,Pamplemousses,Slight,Jul,2011,Thu,08:05,Roundabout,Give way or marking,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560660,7777008,57.58026551,-20.10306385
2,19573,3,Port Louis,Serious,Jul,2011,Fri,18:30,Not a junction,Not a junc,Other,Two way,Rain,Darkness:no street lighting,Incline only,Asphalt,Good,Wet,No,No,557761,7773140,57.55265782,-20.13810466
1,19575,1,Port Louis,Slight,Jul,2011,Thu,11:00,Not a junction,Not a junc,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553862,7769884,57.51544988,-20.16763947
2,19576,1,Port Louis,Slight,Jan,2011,Fri,17:15,T junction,Uncontrolled,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554832,7772708,57.52464706,-20.14209395
2,19577,2,Port Louis,Slight,Mar,2011,Sun,13:30,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555268,7773801,57.52878546,-20.13220496
1,19578,2,Port Louis,Slight,Jun,2011,Wed,10:15,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554647,7773330,57.52285828,-20.13647872
2,19579,1,Port Louis,Serious,Jul,2011,Thu,07:20,T junction,Uncontrolled,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555627,7775477,57.53216889,-20.11705
2,19580,2,Port Louis,Slight,Sept,2011,Sat,08:40,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554953,7775801,57.52571134,-20.11414161
1,19581,1,Port Louis,Slight,Jul,2011,Thu,08:00,Not a junction,Not a junc,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556734,7776890,57.54271489,-20.10424962
1,19582,2,Port Louis,Serious,Jul,2011,Sun,18:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,554668,7772944,57.52307081,-20.13996608
1,19592,1,Port Louis,Slight,Jul,2011,Thu,10:15,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552618,7770776,57.50351951,-20.15961367
1,19596,1,Port Louis,Slight,Apr,2011,Mon,12:45,Private entrance,Uncontrolled,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552465,7770648,57.50205914,-20.16077448
2,19597,1,R Rempart,Slight,May,2011,Tue,07:55,Not a junction,Not a junc,Hit object on road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,572445,7776409,57.6930174,-20.10806966
2,19599,4,Pamplemousses,Slight,May,2011,Tue,13:30,Not a junction,Not a junc,Hit object on road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559258,7780406,57.56674423,-20.07240259
1,19600,1,Pamplemousses,Slight,Jul,2011,Tue,06:00,Not a junction,Uncontrolled,Head On,Two way,Rain,Dawn/dusk,Incline only,Gravel,Good,Wet,Yes,No,563264,7785108,57.60489334,-20.02978766
1,19601,1,Pamplemousses,Slight,Jul,2011,Thu,06:10,Not a junction,Uncontrolled,Head On,Two way,Fair,Dawn/dusk,Incline only,Gravel,Good,Wet,Yes,No,563264,7785108,57.60489334,-20.02978766
1,19602,1,Pamplemousses,Slight,Jul,2011,Thu,05:40,Not a junction,Uncontrolled,Head On,Two way,Fair,Dawn/dusk,Incline only,Gravel,Good,Wet,Yes,No,563264,7785108,57.60489334,-20.02978766
2,19603,1,Pamplemousses,Slight,Jul,2011,Sat,14:45,Not a junction,Not a junc,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,562180,7784986,57.59453333,-20.03092519
2,19604,1,Pamplemousses,Slight,Jul,2011,Wed,05:50,Not a junction,Uncontrolled,Head On,Two way,Rain,Dawn/dusk,Straight+Flat,Asphalt,Good,Wet,No,No,563264,7785108,57.60489334,-20.02978766
2,19605,3,Pamplemousses,Slight,Jul,2011,Thu,15:00,Not a junction,Not a junc,Head On,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,559257,7780405,57.5667347,-20.07241166
2,19606,1,Pamplemousses,Slight,Jul,2011,Thu,17:30,Not a junction,Not a junc,Side swipe,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,562479,7780235,57.59755455,-20.07384627
2,19607,2,R Rempart,Serious,Jul,2011,Fri,07:35,Roundabout,Uncontrolled,Rear end,Two way,Fair,Daylight,Curve+incline,Asphalt,Good,Dry,No,No,563854,7780632,57.61069072,-20.07021397
2,19608,1,R Rempart,Slight,Jul,2011,Thu,16:15,T junction,Uncontrolled,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568053,7779209,57.65090056,-20.08292888
1,19609,1,R Rempart,Slight,Jul,2011,Sat,15:40,Not a junction,Uncontrolled,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,565991,7777616,57.6312369,-20.09739489
2,19610,2,R Rempart,Serious,Jul,2011,Wed,21:00,Not a junction,Uncontrolled,Other,Two way,Fair,Darkness:no street lighting,Incline only,Asphalt,Good,Dry,No,No,567533,7776890,57.64601312,-20.10390166
2,19611,1,R Rempart,Serious,Jul,2011,Sat,13:20,Not a junction,Uncontrolled,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,566774,7778141,57.63870711,-20.09262403
1,19612,2,R Rempart,Serious,Jul,2011,Sun,19:20,Not a junction,Uncontrolled,Hit object on road,One way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,562740,7779221,57.60008554,-20.08300043
2,19613,2,R Rempart,Serious,Jul,2011,Sun,21:00,Cross,Uncontrolled,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,566881,7778443,57.63971946,-20.08989144
1,19614,1,R Rempart,Slight,Jul,2011,Sat,14:15,Not a junction,Uncontrolled,Ran off road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559799,7785087,57.57176499,-20.03008754
2,19615,1,Pamplemousses,Serious,Jul,2011,Tue,11:20,T junction,Stop sign,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,558474,7785946,57.55906909,-20.02236589
2,19616,1,Port Louis,Slight,Aug,2011,Sat,06:30,Cross,Stop sign,Right angle,One way,Rain,Dawn/dusk,Straight+Flat,Asphalt,Good,Wet,No,No,552515,7770453,57.50254324,-20.16253517
2,19619,1,Port Louis,Serious,Aug,2011,Mon,16:00,T junction,Traffic signal,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549948,7769497,57.47800526,-20.17124219
3,19637,2,Port Louis,Serious,Aug,2011,Sun,19:30,Not a junction,Not a junc,Head On,Two way,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,554267,7772543,57.51924608,-20.14360094
